    66.10521261,   000033.004,    00000062.448,    055.49955,  0000090.655
   93.9887247,      045.9875603,     97.9446717, 0081.3431472,43.35591185
 0010.240095, 00000011.029,  085.8664896,   95.70402,  00033.571
    0042.08757,00068.848,000015.3204,      00053.6927,      00090.754846
 0087.539, 0000025.481,  6.3737597,000019.098,0000.598416
 83.25888272,  072.1432,  00070.145,  000032.6554,028.18487
     0062.799,   24.61867286,    0000006.8531,    090.14707, 009.25551263
      10.44936762,55.35730775,     59.2586864,000057.455,  64.9741525
  00090.30131,39.72387,     00015.836664,  040.6463,67.57604
 55.89263374, 81.633572,08.907006,  081.064353,     044.9991
  000079.2972,      080.49432377,  29.00794,0071.99257,    87.50565061
      000034.412, 0086.848,000000095.96,      062.640221,    19.3374438
     0097.349381,     02.459846, 000072.26698,  098.568636,79.11023425
     0000066.789, 0022.056, 00057.012301,  99.55520308,     14.55165
79.0473382, 0000027.0409,  25.52378, 0041.254194,      000076.926
 016.308575,     34.6890497,    0000013.816,    0077.36949, 3.182521102
  91.78921141,   097.88234403,   00027.36507,  061.9559581, 087.6109
    06.277526, 0000039.7604, 00093.282, 000083.36781,  65.97405663
     78.81995486,     0000050.2469,  62.09911,      000026.7883, 0000032.768
    003.24933,  87.27899153,     0041.770809,031.502878,      0000041.2172
      0000075.4732,    0012.040363,  56.29883,      88.288401,  2.70412293
    0000044.009,37.68695093,     0000098.766,      071.0329857,   021.84652
    000059.06203,    00036.19312,      0016.6805223,   024.18951297,   068.29995
      31.8461282,000029.7619,     000098.14074,      00050.002,     95.3316152
     0000097.5283,      000080.726,    044.16749,   092.32003256,   17.32832465
   0000049.6348,  8.334744828,      0033.71332,      019.8217171, 000026.8118
  00053.690351,   22.7828206, 066.4518996,36.47677,      0007.394115
    0079.7143,34.7593609, 097.27969,42.03311892,    097.0963491
     0000091.4426, 41.99082,    76.97041,78.02481,   48.809572
      000072.242,    44.8441845,      0000072.589,   0036.8594,   0025.4122163
   54.419803, 039.8266353,    0076.54897,      92.23158,      0014.35581
  49.604536, 0048.0179104,      066.84014,      00000018.857,      72.40145003
   0054.423, 0057.082,  0060.3346,   00015.3826,      0098.959645
      051.49459,   89.74839374,     06.57569,   63.15778831, 10.04652373
  000081.47834,   080.2657833,    00019.761903,00000049.049,   030.69757
  74.30331896,    0030.8125413,      046.28497,0037.2494,0028.7106
     077.5587,0000014.0455,    00033.508744, 0025.0876,  00000044.25
  49.76094356,    20.38309938,000026.557,   2.254944571,  018.97815843
 99.51191811,0000067.2383,      0000021.65,      000021.242,00092.0854
   32.788142,80.400879,     000023.50547,    0028.3432,   76.8791019
  0000039.764,     0078.794135,   000044.43961,      00.257413568,   000040.713
   84.95608671,00050.248,  2.311305341,    054.43977614,      00096.934436
   56.74603,    0073.4336093, 69.72984,    49.141846,    0086.3536
     034.2540924,    018.847779, 32.7665853,      000038.46442,     36.010358
  010.1739,      4.020700405, 00000026.31,    41.1837571,   0024.181971
000038.172,     0031.561, 50.463076,    83.32320934,      00000075.982
      59.93089949, 7.328384165,     00012.5172,   000054.76244,    0047.2451
  044.9773789,  000058.08875,  023.8910386,    000011.086,90.5612764
0072.98883, 04.9970949,      072.433672,    3.336097,096.435767
   000035.603,      53.363098,022.3454336,    00043.291875,   89.41308135
   92.47316221, 00051.7395,   0060.19429,   53.975394,   00003.1588
      53.55417775, 021.1497,00002.5467,    00077.465899,  75.64041554
     0000073.177, 4.72997648,92.82890215,   00062.42111,   000025.2235
   000065.496, 0041.803,     58.38822409,   0083.4455,      088.0706307
  92.049025,  34.3588748,  21.287906, 00099.93909, 00026.96
72.164118,     076.199284,      00023.179,      053.21057242,  075.84501
     050.2334,     48.4449449, 85.221582,      41.3882637,    00023.398586
      0000007.0118,      82.57325684,     000099.181,  0033.8109873,   000038.7084
    0057.49047,     29.11939617, 00070.5292,   0000099.1965,    0075.46773
      00040.300224,      0000051.078,   000080.22662,     0020.540779,9.431522
   76.5125694,37.69416035,  0028.4659067,   011.91701489, 015.67259
     016.18969,0093.412439,     19.2722553,00069.552,   093.2190151
   000.895626,     69.781643,00014.02613,2.07671221,      033.6919
     81.110473,      00000089.048,  00059.28097, 055.55139, 16.014101
    38.7676241,      1.37620901,    84.41989766,      16.51256326,  00061.206
 078.0006137, 10.04881435,77.18198054,  42.3219581, 63.65010202
 0000045.145,     58.08963876, 011.8737389,    00000041.044,    0013.0832885
23.69895976,   000087.985,    0094.85589,096.8182,0035.675
 25.95323,  00060.082,   00027.00249,      0026.5394,      000054.251
